fecha,sexo,ciudad,nivel_educativo,segmento,estado_civil,edad,altura_cm,ingresos,gasto_mensual,puntuacion_credito,demanda
2024-08-08,F,Cali,,A,,46.0,,1853.8196852450433,348.4896366022898,396.97362844778183,157.46025567657702
2024-08-09,M,Bogotá,,A,Soltero/a,66.0,165.61199189975454,5153.7485306680555,1934.4807584200166,,141.11949008934394
2024-08-10,M,Bogotá,Secundaria,B,Casado/a,48.0,165.1502775035347,2456.014006054923,1311.844305142444,,
2024-08-11,M,Barranquilla,,B,Soltero/a,41.0,171.64255183463825,1559.4516153194954,821.1647602978888,,140.1073920526576
2024-08-12,F,Barranquilla,Técnico,B,,54.0,172.01633053145883,3918.357235733428,1779.0669887659446,,151.37764088882932
2024-08-13,F,Bogotá,Universitario,B,Divorciado/a,47.0,160.1659791447031,3650.4889739776027,1346.6018805536241,631.1298115456956,128.72144853369608
2024-08-14,F,Bogotá,,,Soltero/a,25.0,170.71047328211245,3423.4318273017493,1577.4381405830643,,139.30140338222486
2024-08-15,F,Cali,Técnico,C,Casado/a,56.0,164.25539055429633,6367.404719392613,3122.369100879534,563.0528191212119,133.83887323220972
2024-08-16,M,Bogotá,Técnico,B,Casado/a,64.0,,4380.969309061558,,710.8039593346799,136.22429739570643
2024-08-17,M,Barranquilla,Universitario,C,,43.0,155.66959550188267,3445.5360503366987,1977.0278688543638,641.3646458551171,127.10307306067031
2024-08-18,M,Cali,Secundaria,B,Soltero/a,63.0,172.20769029364573,3700.0388092076937,734.7840938035826,556.1879542404836,129.44432474285378
2024-08-19,F,Barranquilla,,C,,58.0,177.7755042163252,5255.516775400496,2073.44768983337,601.5685698557782,
2024-08-20,F,Medellín,Posgrado,A,Unión libre,23.0,147.3715304967635,,,719.9927997860287,114.49007764889473
2024-08-21,F,Barranquilla,Secundaria,B,Unión libre,52.0,149.8068339949148,6601.31247459812,3000.4139827261843,641.8315346985611,
2024-08-22,M,Bogotá,Secundaria,B,Casado/a,63.0,181.27864143776733,5044.410581151929,2408.7066920025254,566.3876219262747,127.25548629180527
2024-08-23,M,Cali,Posgrado,,Soltero/a,37.0,168.97590842978505,3331.2796937745484,,,126.14324628118378
2024-08-24,F,Barranquilla,Universitario,B,Divorciado/a,,168.46261717386955,4374.039163002795,1993.9308327162985,646.8711656653821,135.18396742548256
2024-08-25,M,Cali,Universitario,B,,45.0,155.66735597322696,3214.77551093706,737.6787522953358,661.323479769597,128.439645263953
2024-08-26,F,Bogotá,Universitario,,,37.0,,5482.33376969223,2290.0150296603733,,141.79183932358657
2024-08-27,M,Barranquilla,Secundaria,B,Unión libre,45.0,177.35689250937486,2342.3193387196966,,,135.30426601273268
2024-08-28,M,Cartagena,Técnico,B,Casado/a,58.0,177.5498656539412,2845.8100729428174,1004.5796785063933,,130.86557078546903
2024-08-29,M,Medellín,Técnico,B,Casado/a,60.0,174.2002411741697,5498.142666096881,2472.417558682129,,144.19489471838338
2024-08-30,M,Cali,Secundaria,,Casado/a,47.0,171.40416718081164,4364.421628837255,1263.6164650551127,566.2375125403203,140.6705310469595
2024-08-31,M,,Técnico,B,,38.0,184.78624816915647,4228.877390649192,2322.9734015122895,544.3810667170097,143.02243769588745
2024-09-01,M,Cartagena,Universitario,A,,58.0,157.16416697332818,4816.6105322664625,1792.653700986939,612.8689789531684,148.00187991448655
2024-09-02,F,Medellín,Secundaria,A,Soltero/a,34.0,170.46299035554728,3983.5535874812595,1663.1497604159902,,147.8278662186917
2024-09-03,F,Cartagena,Universitario,A,Soltero/a,34.0,,3367.0907378429984,,,145.7364278722411
2024-09-04,M,Cali,Posgrado,B,Soltero/a,25.0,158.46563369159583,3003.4536617241306,1069.8166702898927,,152.64254720482447
2024-09-05,M,Bogotá,Posgrado,B,Casado/a,44.0,168.8115348605429,3205.673601232283,,,148.51332635556835
2024-09-06,M,Barranquilla,Secundaria,B,,18.0,163.70297382196188,1204.2957195958727,,,150.01605764601393
2024-09-07,F,Cartagena,,,,,159.60620350099643,3784.6344918649465,2029.272313531501,670.1005193849285,157.66080169435764
2024-09-08,M,Medellín,Universitario,,,30.0,172.15707097031373,3188.4845228263102,1569.7693212704878,,162.42142787314884
2024-09-09,F,Medellín,Secundaria,B,Soltero/a,26.0,172.6219039676531,4259.596799999002,1878.0223968180335,529.7741843078238,144.7968060019394
2024-09-10,F,Bogotá,Universitario,,Soltero/a,30.0,186.5851584604043,2950.1462546184725,1642.6662448190257,,155.55865378958444
2024-09-11,F,Cartagena,Secundaria,A,Unión libre,55.0,181.06896203129585,4611.081000871988,1916.1231660483998,,151.36567359807412
2024-09-12,M,Medellín,Secundaria,A,Divorciado/a,55.0,,,1120.3944986574147,594.2130036502342,134.39186153683136
2024-09-13,M,Cali,Universitario,,Casado/a,53.0,168.08757852384684,3250.5142246795735,,,150.22450877984758
2024-09-14,M,Bogotá,Secundaria,,Soltero/a,67.0,165.13678257769698,3272.9153774937677,,,134.4584216695679
2024-09-15,F,Bogotá,Universitario,B,Soltero/a,41.0,173.98158125757894,4374.912075655497,2113.529794442118,672.2983655518954,136.99031533983157
2024-09-16,,Bogotá,Secundaria,,,66.0,164.06168024236536,6024.288611544595,,,137.03768422613373
2024-09-17,F,Bogotá,Universitario,A,,60.0,158.22189709583665,3963.9194197112565,,569.9582564364604,134.1161808014799
2024-09-18,M,Bogotá,Secundaria,B,,32.0,160.7848059765106,4652.202001771651,1886.7021619022157,531.3375192539443,126.73062500467059
2024-09-19,F,Barranquilla,Técnico,,Casado/a,34.0,,3711.838372618935,1221.0328940195202,649.226038630877,135.66923539081557
2024-09-20,M,Barranquilla,Universitario,,Soltero/a,47.0,172.94176802954954,4058.833522522733,1583.7182574853632,465.93776886840504,144.89313563676214
2024-09-21,F,Bogotá,Técnico,,Soltero/a,49.0,189.34903069635783,3618.9533810744692,894.5829803868901,473.3939530136834,126.1523404802903
2024-09-22,,Cartagena,Técnico,A,Soltero/a,,176.34940700760882,,1420.3037535290155,,132.31194512612456
2024-09-23,F,Bogotá,Secundaria,B,,18.0,164.07186964788107,3103.742887554238,1290.8481100828376,,
2024-09-24,F,Cartagena,Técnico,B,,69.0,161.69958510493245,4490.614111032737,2074.917431966643,608.3190888020578,137.1148970450687
2024-09-25,F,Cartagena,Técnico,B,,47.0,156.6966000300665,3163.6969406665717,,690.5823904435309,145.31811581460784
2024-09-26,M,Medellín,Secundaria,B,Soltero/a,63.0,,5248.445675692734,2171.7606187926126,533.3390720735745,134.0421242756647
2024-09-27,M,Medellín,Secundaria,,Casado/a,42.0,159.31302856387435,3152.9717025761374,2235.658057422787,,141.2401011520304
2024-09-28,F,Barranquilla,Secundaria,B,Casado/a,37.0,169.00682285557497,4028.8790362003315,1671.7675849235357,626.0621489916533,140.90780691317227
2024-09-29,F,Barranquilla,Secundaria,A,,28.0,161.98207153301007,,1502.5144840871658,608.2644468352221,150.25112429072516
2024-09-30,F,Bogotá,,A,Soltero/a,47.0,161.973343837598,2311.7711122600276,1909.9290076344655,666.942620603251,147.99482864121552
2024-10-01,F,Barranquilla,Técnico,B,Casado/a,56.0,166.04550522950439,3774.649872659651,1917.9967063727654,,159.3936976159186
2024-10-02,F,Barranquilla,Posgrado,B,Casado/a,36.0,166.81700413868188,3019.0109121227533,,563.6222009362323,150.93893162610144
2024-10-03,F,Cali,Técnico,B,Soltero/a,21.0,155.2491754489499,1850.9691107758258,,,153.92856318473372
2024-10-04,F,Bogotá,,B,Soltero/a,18.0,180.04670087202697,3410.2155611495436,,,156.61469622941496
2024-10-05,M,Cartagena,Técnico,B,Soltero/a,53.0,171.42664241387402,5016.330726904542,2114.314354252575,,160.72093140005117
2024-10-06,F,Cali,Técnico,C,Casado/a,41.0,171.53838358814045,3458.9046443189122,1472.4344061203972,,144.49356083942374
2024-10-07,M,Bogotá,Posgrado,B,Unión libre,51.0,168.0429277736027,1810.9526306593584,440.5917034560229,,147.00694802493058
2024-10-08,F,Cali,Universitario,B,,23.0,152.3107464788031,2176.1647160922143,,645.6042725821441,159.82745574261938
2024-10-09,F,Cartagena,Secundaria,,,28.0,160.0270517067166,1739.2841973381953,1109.8652340374547,,156.45737274638554
2024-10-10,F,Cartagena,Secundaria,A,Divorciado/a,29.0,167.58737974422496,3488.4751395672774,,615.8408860614895,
2024-10-11,F,Bogotá,Posgrado,B,Unión libre,51.0,192.8293114828024,2861.8845720656304,1207.7134083148271,,133.31220326020946
2024-10-12,F,Bogotá,Secundaria,,Soltero/a,27.0,156.31131272363484,2483.985476467063,900.1321472133255,580.4336095301184,149.94286517940995
2024-10-13,F,Medellín,Universitario,B,Casado/a,43.0,162.35215533575234,2568.268161439103,,592.4288502972676,145.2253433888421
2024-10-14,F,Medellín,Secundaria,B,,20.0,170.14079026606743,2443.776916915012,,595.1065097821961,140.46995533446554
2024-10-15,M,Bogotá,Secundaria,A,Unión libre,67.0,,5291.574621608361,2501.0697401186244,,
2024-10-16,F,Cartagena,Universitario,B,Soltero/a,20.0,163.29273623129572,,807.3724653265139,681.1485600769819,126.8201901820933
2024-10-17,M,Medellín,Técnico,B,,27.0,162.66101345769565,3925.9484625915757,,,132.42768847497314
2024-10-18,F,Bogotá,Secundaria,A,,59.0,163.5137066964312,4877.6423265031735,2220.4846265657407,788.9882214272816,127.89732267913097
2024-10-19,M,Medellín,Universitario,A,Soltero/a,32.0,169.11930776905248,4671.0662418020165,2714.292169194969,533.4172978298628,
2024-10-20,M,Barranquilla,Universitario,B,,55.0,165.3079827183081,4499.118055174782,2241.6866329624454,722.7484088390422,136.01682448555738
2024-10-21,F,Barranquilla,Técnico,B,,38.0,168.3495489682257,3708.9125741270527,1629.4142675819623,610.9944109670658,128.96775266733252
2024-10-22,F,Bogotá,,A,,63.0,168.3343816463596,4311.044376740586,,617.0293003473229,144.31964440655125
2024-10-23,F,Medellín,Secundaria,,,65.0,177.8616053855256,4997.768049077032,2647.294241263004,,132.9573526657137
2024-10-24,F,Cali,Técnico,B,,47.0,156.18622675658827,,1543.5391562252435,598.4172144723979,125.12342195402105
2024-10-25,M,Barranquilla,Secundaria,A,Divorciado/a,34.0,177.838909782899,2642.604518289996,1689.2090582664946,586.2806107663044,144.00497103863364
2024-10-26,M,Bogotá,Secundaria,,Divorciado/a,31.0,,1854.6322612784204,1195.8364552473254,,149.590577725944
2024-10-27,F,Cali,Secundaria,A,Soltero/a,31.0,,2692.6459618060794,1485.7299996148552,663.743180131189,138.96303142218792
2024-10-28,M,Bogotá,Universitario,C,Casado/a,50.0,,4111.373426107637,1369.1133008214229,,
2024-10-29,M,Cali,Secundaria,B,Soltero/a,18.0,166.53798772092384,1748.6152201052219,404.7852854186339,,153.77667696870392
2024-10-30,M,Bogotá,Secundaria,C,Unión libre,41.0,157.33759527422245,3685.0454496209945,1796.3127912890511,,157.9300004436829
2024-10-31,M,Medellín,Secundaria,C,Soltero/a,19.0,167.21848957090992,2616.252709501141,,789.9744502156775,149.84968979212107
2024-11-01,M,Barranquilla,Universitario,,,,180.20176683066526,3810.5918996657774,2004.2337259120325,,153.11256392330478
2024-11-02,F,Cali,Universitario,C,,39.0,,,1950.329599023054,660.4166076932062,
2024-11-03,M,Medellín,Técnico,B,Casado/a,27.0,,3186.7194367937027,1203.9851909190788,531.5763461540641,153.14929715405745
2024-11-04,F,Cali,Universitario,,Divorciado/a,37.0,170.69299967071657,4410.213405948594,2342.677082136792,,156.87756017986456
2024-11-05,F,Medellín,Universitario,A,Soltero/a,64.0,178.43698514582223,4968.724408151946,,476.6841091947955,
2024-11-06,M,Barranquilla,Secundaria,B,Soltero/a,62.0,176.7643826248962,5505.411660765689,2359.3776468290866,,
2024-11-07,M,Cali,,A,Soltero/a,58.0,166.98289946282077,4368.355170377321,2088.2615972837775,640.6863370100069,158.64423019958772
2024-11-08,M,Medellín,Universitario,C,Unión libre,68.0,163.21900825533388,3326.267444226543,,,159.66735045697902
2024-11-09,F,Bogotá,Secundaria,B,,24.0,167.93664546264617,,2072.883370154987,,154.5714740981997
2024-11-10,F,Bogotá,Posgrado,A,Casado/a,29.0,179.36654477608522,4421.274077471767,,,150.51113180828904
2024-11-11,F,Bogotá,Técnico,B,Unión libre,45.0,172.06557048937646,3862.3241404235114,1452.72150509932,525.2315486244959,141.79902551396063
2024-11-12,M,Barranquilla,Técnico,B,,30.0,173.20577206983006,2886.067832982838,1581.9551921727882,,144.13620311832767
2024-11-13,M,Bogotá,Secundaria,C,Casado/a,43.0,153.78107068823482,2694.2286519133104,,632.4988614892445,142.61690978428547
2024-11-14,M,Medellín,,,,64.0,159.6731402854336,3874.0282669187163,1862.5538519360637,,138.55484391094743
2024-11-15,F,Cali,Posgrado,B,Soltero/a,48.0,164.6859018272668,3659.8337714981603,1445.763882040893,619.6878778375414,138.76438121077734
2024-11-16,M,,Posgrado,A,,25.0,162.55920744157459,4229.292945784786,,614.4995232957174,137.11115772912711
2024-11-17,M,Bogotá,,B,,68.0,168.26773497757318,,2694.04022857528,504.27058132180554,141.29470845130513
2024-11-18,M,Cartagena,Técnico,B,Divorciado/a,42.0,171.71404411276183,5474.0024208506575,,,140.47528640807585
2024-11-19,F,Medellín,Posgrado,C,Casado/a,27.0,162.95525938646972,2871.6259390448754,,562.1967881526857,142.08576256783434
2024-11-20,F,,Universitario,B,Casado/a,32.0,169.51332463058966,,1280.1806891833594,,
2024-11-21,M,Barranquilla,Técnico,C,Soltero/a,29.0,173.4541149270974,2229.3107408790456,1095.2198809490228,,142.30489071617345
2024-11-22,F,Barranquilla,Secundaria,B,,40.0,159.95727435051165,4222.7245590914845,1960.3438426263797,,138.5343670282366
2024-11-23,M,Bogotá,Secundaria,,Soltero/a,33.0,169.21228272587365,2038.642266729822,218.5695806625805,,135.10049485335185
2024-11-24,M,Bogotá,Universitario,B,Soltero/a,23.0,173.98894608097325,3566.3189384856587,1096.0852381239874,,128.16073169068756
2024-11-25,M,Medellín,Secundaria,B,,26.0,170.41745423050205,2245.6732986753896,1171.6765471260555,,
2024-11-26,F,Bogotá,Técnico,B,Soltero/a,41.0,166.91866552763292,3657.0787591799644,1504.4454952911024,453.1610576061431,144.07537962385868
2024-11-27,M,Cali,,C,,29.0,175.90127467422343,2828.337347266789,,,149.51374040559136
2024-11-28,M,Medellín,Secundaria,B,Unión libre,43.0,180.59838799473266,2829.746292299181,1800.5236054760867,,154.9026192119423
2024-11-29,F,Barranquilla,,,,52.0,175.08242596303006,4484.275824489419,2168.874310154919,,
2024-11-30,F,,Técnico,A,Soltero/a,45.0,161.5568305090894,5713.000272706762,2094.8847333212047,668.1347760849922,
2024-12-01,M,Barranquilla,Técnico,C,,18.0,154.01444168468177,1132.1415259735465,,,164.20182929998776
2024-12-02,F,Cartagena,Secundaria,,Soltero/a,44.0,172.85984984455806,1820.8037031082017,225.50514039886093,639.2992795795169,153.7281454553044
2024-12-03,F,Barranquilla,Secundaria,A,,55.0,165.25935051910974,4559.16990632969,1893.2797017148832,664.6407801009957,159.26602374807212
2024-12-04,F,Medellín,,B,Soltero/a,32.0,154.71394860969562,2351.173960433968,1064.299132865007,667.7543222700077,161.68446078125748
2024-12-05,F,Bogotá,Posgrado,B,Unión libre,51.0,169.29341870234418,3451.3451053344406,,,
2024-12-06,F,,Universitario,C,Casado/a,68.0,170.26006649329273,,2159.220582426956,,166.22781136714414
2024-12-07,F,Cali,Secundaria,B,,68.0,170.44343721524805,4860.02758349398,,,
2024-12-08,M,Medellín,Secundaria,B,,65.0,180.1254050915907,3836.154963266003,1959.7484278280524,,152.21015055428003
2024-12-09,F,Cali,Secundaria,,Unión libre,60.0,169.52439021387505,5043.999860808901,2660.0375953128905,,
2024-12-10,F,Bogotá,Posgrado,B,,,161.22137675877315,4101.4019647812875,1960.4172426500143,579.1331374056314,145.80395684450858
2024-12-11,M,Bogotá,Secundaria,B,Casado/a,64.0,159.2720897797646,4330.856243552839,1778.969301759793,629.9529896951365,154.48380697236283
2024-12-12,M,Barranquilla,,C,,64.0,166.73465801377583,3290.855237233081,1381.5779551902815,,144.4464501290646
2024-12-13,F,Bogotá,Técnico,C,Soltero/a,22.0,167.75428933376443,1328.810245526891,100.0,,147.39860841277522
2024-12-14,M,Bogotá,Secundaria,,Divorciado/a,39.0,168.75344070513543,3330.1154162792063,,654.7142275582136,139.3010743018208
2024-12-15,F,Bogotá,,B,Soltero/a,32.0,170.06512712498267,4024.241423656726,1706.4035578690275,,138.56044771677233
2024-12-16,M,Barranquilla,Universitario,A,Casado/a,47.0,169.08626648283325,3329.0231473053113,1231.69222059611,488.55064404595464,145.68263320015387
2024-12-17,M,Barranquilla,Secundaria,B,,41.0,174.60334062608644,3461.1566926844193,,,128.78462420216795
2024-12-18,F,Medellín,Universitario,B,Casado/a,64.0,163.91075577068426,3538.993156352175,1506.157568250263,,134.97369030137227
2024-12-19,F,Barranquilla,Secundaria,B,Soltero/a,57.0,171.57565674957115,,1786.5754767944707,613.1351118836274,137.26325951593148
2024-12-20,F,Medellín,Técnico,B,,67.0,163.66815244551228,3901.5926327514026,1125.8231257094292,,
2024-12-21,F,Bogotá,Secundaria,C,Divorciado/a,37.0,173.98186877702247,2753.8883750160157,,,136.05851404378484
2024-12-22,F,Barranquilla,Técnico,C,Casado/a,69.0,181.92206975108462,5767.6224263016275,3319.2906177299437,,133.40243481994963
2024-12-23,M,Cali,Secundaria,B,Soltero/a,47.0,165.55378021046403,4640.354781852501,1717.9933021843042,666.1708645908678,150.30964303623037
2024-12-24,F,Bogotá,Secundaria,A,Soltero/a,47.0,174.3557057778471,4819.95412297503,1974.499115656483,662.2080985152528,143.87093008842126
2024-12-25,M,Cartagena,Técnico,B,Soltero/a,38.0,147.88861521706698,2769.878818893955,1613.6538920840333,,143.30378296826856
2024-12-26,F,Bogotá,Secundaria,B,Unión libre,50.0,168.0347767709346,,,518.2102356205382,153.75369443514427
2024-12-27,F,Bogotá,,C,,45.0,173.68646295374376,3653.230715420257,1617.7697967754586,,152.35190529804322
2024-12-28,F,Medellín,Secundaria,B,Soltero/a,21.0,159.06163482606408,1665.5142402662732,,,153.30890261894857
2024-12-29,F,Cartagena,Técnico,,Casado/a,62.0,157.18304482681611,,1264.0000944658948,,
2024-12-30,M,Bogotá,Universitario,C,Casado/a,61.0,178.52818644194858,4518.17876232001,2672.9254337603033,579.7001726030585,164.93276177116883
2024-12-31,F,Barranquilla,Secundaria,C,Soltero/a,50.0,169.12011050141484,4059.143113546545,1653.9870165961977,,158.89027149604598
2025-01-01,M,Bogotá,Universitario,B,,64.0,174.33415869890112,4043.5668855683534,2368.7591499135024,669.9210214361782,163.7755433687437
2025-01-02,M,Cali,Técnico,C,,61.0,177.43147857299354,3918.873307841499,,,158.17862028276116
2025-01-03,M,Medellín,Secundaria,A,Casado/a,51.0,155.87957820484664,3620.9853917697455,1679.7201763265416,,
2025-01-04,M,Cartagena,Secundaria,,,63.0,169.2127220726269,4984.839754532204,1949.0338978727689,,161.06670082292877
2025-01-05,M,Barranquilla,,B,Casado/a,,177.17101321413057,4491.977696363536,1670.3521048378154,,161.79588719816013
2025-01-06,F,Bogotá,Secundaria,B,Unión libre,48.0,165.9639300450589,4206.867069191881,1229.9742934906103,545.899206840219,159.20588776888698
2025-01-07,M,Bogotá,Secundaria,B,,41.0,156.4488827630069,3565.896181247889,1822.469829722534,421.2576926321991,153.04213852158
2025-01-08,F,Cali,Universitario,A,Unión libre,42.0,155.65763348847562,4019.127389153458,2029.2269093549357,,156.78639145897552
2025-01-09,M,Barranquilla,Universitario,C,Casado/a,54.0,166.21802825854513,4214.71915337633,2011.323713666034,687.9762918885443,162.0545722308376
2025-01-10,F,Barranquilla,Secundaria,B,Casado/a,33.0,169.26264279347046,3932.55400003401,2001.8578523733129,,150.96540832693591
2025-01-11,M,Barranquilla,Secundaria,A,Soltero/a,54.0,155.19908529371355,3189.3526770383905,1271.4141820418745,502.6595196391105,158.11314854999745
2025-01-12,F,Bogotá,Universitario,B,Soltero/a,56.0,157.22750008134543,3816.4831140615665,1291.2707414471931,562.3198167484057,148.33466398237243
2025-01-13,F,Cali,Secundaria,B,Soltero/a,63.0,159.8594504031416,4550.150042522643,,,143.5201916912569
2025-01-14,F,Bogotá,Técnico,B,,44.0,153.3999106871065,3786.67386956619,1449.066387317574,,144.59774257922567
2025-01-15,F,Medellín,Secundaria,,,22.0,164.04379513660487,3297.0161317044954,,560.8002204475215,140.9556987729195
2025-01-16,M,Cali,Secundaria,B,Casado/a,48.0,156.64361765733523,1843.9763015701174,258.91503458707587,562.2082620579828,141.74397842075103
2025-01-17,M,Cartagena,,B,,60.0,195.1034329751627,2593.0258871401034,,664.1356146649558,141.15315585776415
2025-01-18,M,Cali,Posgrado,A,Soltero/a,46.0,162.6950763873222,3144.6124500805977,1199.0598245851766,657.456876144202,138.55088687313048
2025-01-19,F,Cali,Secundaria,A,Soltero/a,56.0,,4410.584709009554,1866.3045217381575,,147.718140777875
2025-01-20,M,Cali,Secundaria,A,,54.0,182.65583682695288,5547.142290839623,1706.3007403708161,465.38222169369277,148.16706973204697
2025-01-21,F,Barranquilla,Universitario,B,Soltero/a,29.0,,3192.9436995189462,,,135.58365764884445
2025-01-22,F,Cali,Secundaria,,Casado/a,51.0,173.8105743976866,5024.170376980819,2102.9215665942693,,145.2451982242134
2025-01-23,F,,Secundaria,B,,59.0,153.26923135233645,4542.313202198243,1674.453563167126,423.32640320619964,
2025-01-24,F,Cali,Secundaria,B,,18.0,171.61730631099616,2790.9780720164918,748.84665353636,,144.6915465403418
2025-01-25,M,Bogotá,Posgrado,,,25.0,178.78442075943389,2578.906516780232,1115.2607893337906,687.6192032329693,150.66691931620755
2025-01-26,F,Barranquilla,Técnico,C,Soltero/a,67.0,165.4547191289584,4647.1984340181625,2520.1139463679656,,164.1581231933436
2025-01-27,M,Barranquilla,Secundaria,A,,59.0,166.46763818777518,5027.312971730067,2403.096900102187,,153.49081901201964
2025-01-28,F,Bogotá,Universitario,B,,30.0,168.66588299519614,3001.669878518341,,,151.9483235477301
2025-01-29,F,Cali,Técnico,C,,66.0,,4993.321656694375,2438.3822947243852,605.8131950790626,171.67945419131416
2025-01-30,M,Medellín,Universitario,B,Soltero/a,29.0,170.9754623777793,4568.509691590731,1472.6551608177772,767.4441104521684,163.42321014261267
2025-01-31,F,Medellín,Posgrado,B,Divorciado/a,64.0,178.56952262878207,3017.451099135848,1684.8973780280107,,154.8231230953561
2025-02-01,M,Bogotá,Posgrado,B,Casado/a,47.0,172.66041555223183,3483.1177357665274,1372.8302510427186,,168.2362935784056
2025-02-02,M,Cali,Secundaria,B,Soltero/a,37.0,175.0055629829476,,123.37556824562876,596.6060467224983,158.66408137717633
2025-02-03,F,Barranquilla,Secundaria,,,20.0,159.9203733876409,,1677.9825055577062,,
2025-02-04,F,Cali,Universitario,,,52.0,156.05014625904053,3667.5260158733804,1673.4118211940247,,164.12318624164425
2025-02-05,M,Cali,Técnico,A,Soltero/a,,165.75514694212745,5507.632485224789,3409.4964135458163,755.5771968313841,177.45842933491775
2025-02-06,F,Bogotá,,,,55.0,161.83880029032883,3137.6405672965,945.3552694711932,580.1534852549865,155.12967938365216
2025-02-07,M,Cali,,,Casado/a,38.0,180.45180406586,2612.533145512339,,,
2025-02-08,M,Bogotá,Técnico,B,,49.0,161.1790407732302,3815.8821190347917,1279.0975683828374,,153.85990492317543
2025-02-09,F,Medellín,Técnico,A,Casado/a,48.0,162.31795808385175,4255.2369726349125,2075.970872181571,612.011814307624,
2025-02-10,F,Cali,Universitario,,,45.0,167.1738758257993,,,,
2025-02-11,F,Medellín,Posgrado,,Soltero/a,49.0,153.8537840448044,,1615.4800478822085,582.5146092871902,
2025-02-12,M,Cartagena,Universitario,B,Soltero/a,65.0,183.72234857521346,4794.579324438069,2014.0943465207224,603.1669518193178,136.76058348057137
2025-02-13,M,Bogotá,Técnico,,,29.0,167.38458023998334,3440.6707585353024,,,137.79087534879932
2025-02-14,M,Bogotá,,B,,25.0,,2639.294160392549,,653.2562520212472,151.9886143273506
2025-02-15,F,Medellín,,,Divorciado/a,44.0,179.17932557838967,3898.629614817003,2031.7667465605364,620.5385163698586,
2025-02-16,F,Bogotá,,,Soltero/a,51.0,140.0,2794.8344788561153,,601.8902861020218,143.30926086208555
2025-02-17,M,Medellín,Secundaria,,Soltero/a,41.0,161.058556757631,3199.2677582660644,,,130.5087836815454
2025-02-18,F,Bogotá,Técnico,A,Soltero/a,55.0,160.97459541661516,3337.2088134053965,1491.0577770445968,721.1326870005418,139.32097486607097
2025-02-19,F,Bogotá,Secundaria,C,Casado/a,22.0,169.48661031096978,3451.457777682931,,595.8956610204558,
2025-02-20,F,Bogotá,Universitario,B,,23.0,181.68775357493863,3277.278774992975,1348.352752553158,528.2437402956266,142.89226855989912
2025-02-21,M,Bogotá,,B,,22.0,151.72292396649968,2313.9716630692756,,,138.91340093657047
2025-02-22,F,Cali,Posgrado,C,,30.0,,1621.4323481154618,,,157.31082108835383
2025-02-23,M,Medellín,Universitario,,Casado/a,27.0,170.5480966154832,3926.338333483788,1649.556496426605,,143.6124908585481
2025-02-24,F,Cartagena,Técnico,C,,25.0,168.44377763240294,3010.525779717048,1710.7232592204714,,153.13398349860898
2025-02-25,M,Medellín,Técnico,B,Casado/a,66.0,171.15787690703658,3073.9598724767666,1049.6740507737104,,160.60808024039463
2025-02-26,F,Cartagena,Universitario,B,Soltero/a,59.0,167.37755458734384,4797.343582714817,2102.5368932405795,,158.59289003357958
2025-02-27,F,Cali,Técnico,A,Soltero/a,25.0,174.55822128957277,,2058.328003943727,,170.36219606993015
2025-02-28,F,Cali,Secundaria,B,,56.0,149.27139596978992,3307.5280532793277,1510.921833258567,633.9624206754329,162.39090066172972
2025-03-01,M,Bogotá,Secundaria,C,Casado/a,20.0,168.31331898340989,3937.280371928,1641.4154460709149,514.9282259232905,
2025-03-02,F,Medellín,Universitario,B,Casado/a,39.0,184.93552934048162,4307.042114886612,1750.6461405388304,,
2025-03-03,M,,Posgrado,A,Soltero/a,24.0,172.09374354776762,,1006.1333555580355,,178.25935058156136
2025-03-04,M,Cali,,C,Casado/a,38.0,182.88964032008292,3409.195878934126,1227.7683922448439,,168.7607328416506
2025-03-05,M,Cartagena,Posgrado,A,,57.0,169.039294146839,4298.155742604883,,,
2025-03-06,F,Cali,Secundaria,B,Unión libre,41.0,167.2023126662718,3500.1310825502924,,535.9466610246623,
2025-03-07,F,Bogotá,Secundaria,B,,47.0,159.017322979749,3062.3112330393596,,,165.44433313391113
2025-03-08,M,Bogotá,,,,26.0,172.0906396384881,2148.6817280187747,1255.3076979387934,567.6764393756307,161.17916913208612
2025-03-09,M,Medellín,Técnico,A,Soltero/a,53.0,152.62632570986415,4688.667967077615,1564.9477738464711,,166.73499500903813
2025-03-10,M,Medellín,,A,,59.0,,4124.57308532396,2102.446587574542,,162.61438600453482
2025-03-11,F,Cali,Secundaria,B,,37.0,,,1340.1236697940815,520.1719457723364,148.1051665538565
2025-03-12,F,Cali,Universitario,A,Soltero/a,55.0,168.90291105095625,5151.538427640647,2471.0733816940265,,144.8347129934835
2025-03-13,,Bogotá,Posgrado,C,Soltero/a,54.0,,4365.92782709035,1963.3745631520724,623.259635647886,
2025-03-14,M,Barranquilla,Universitario,C,Casado/a,68.0,162.95528590432045,6602.318790177249,2456.457128660668,,144.69231101243463
2025-03-15,,Medellín,Secundaria,B,Soltero/a,46.0,161.24139339520838,2721.6786739288755,1342.2437451295364,,137.8805678248262
2025-03-16,F,Medellín,Secundaria,B,Soltero/a,51.0,169.71426104096014,,,,
2025-03-17,F,Bogotá,Secundaria,,,20.0,172.70871656356525,2259.7543040999653,,589.0676630194536,138.7297526964885
2025-03-18,M,Medellín,Secundaria,,,49.0,152.90821847584095,3247.6109738961386,2004.1000588193551,,149.99823514918333
